Message,Likes,Comments
Anthem For A Dying Day ,1,0
Anthem For A Dying Day,4,0
"Rammstein
Punish Yourself
Ministry",0,0
"Anthrax, Avatar, avanged sevenfold ",0,0
"Hatebreed, Terror, Sick Of It All, MADBALL",0,0
Wizo,0,0
Grannysmith,0,0
"""DAN JAXON""",1,0
Volbeat,0,0
Alice Cooper,0,0
Philip Sixties Ou ja unbedingt  ,1,0
Use mre Gas,0,1
GurD +official+GurD +official+GurD +official+,0,0
Broken fate,0,0
"EISREGEN
TRIVIUM
ILL NIO
OMNIUM GATHERUM",1,0
"Goldfinger 
System of a down 
Foo Fighters
Vampire Weekend
Prophets of rage 
Rise against 
Jimmy eat world 
A day to remember",1,0
Wicked Plan ,1,0
Fat Dog,0,0
https:  youtu.be J8kRMZ_LvhA,0,0
"I Prevail
New Years Day",0,0
"Dream State, Port of Call, Neck Deep, A day to remember,  Bring me the Horizon, Movements, Rarity, Save your last breath, Stick to your guns",1,0
Gojira,0,0
AM:PM Among Vultures Fit For An Autopsy,3,0
Call Me Peter    ,1,0
Bloodhound Gang,0,0
Fire Rose,1,0
"Beartooth, royal republic, ghost inside, billy talent",0,0
Kid Rock,1,0
"Any Given Day, Soilwork, In Flames, Ensiferum, Heaven Shall Burn, SOAD, Metallica, Slipknot und natrlich Rammstein",0,0
While She Sleeps ufdr Houptbhni ,1,0
"Tenacious D, Alestorm",1,0
Ost+Front,0,0
"Rammstein
Skindred
Foo fighters
Stone sour",0,0
"The hu 
Tengger cavalry
Egofall
Nine treasure
Skalmld
Finntroll
Biocancer",1,0
"Sum 41
Foo fighters
Good charlotte
Story of the year
Funeral for a friend
System of a down
Bring me the horizon
A day to remember",1,0
"Animals As Leaders
Baroness
BRDigung
Die rzte
Faith No More
The Fall of Troy
Foo Fighters
Gojira
Insomnium
Make Do and Mend
The Menzingers
Napalm Death
Navarone
Opeth
Schammasch

Allgemein gseit: Alles was ihr no nie oder scho lang nm brocht hend.",0,0
Driven Under,0,0
"Animals As Leaders
Baroness
BRDigung
Die rzte
Faith No More
The Fall of Troy
Foo Fighters
Gojira
Insomnium
Make Do and Mend
The Menzingers
Napalm Death
Navarone
Opeth
Schammasch

Allgemein gseit: Alles was ihr no nie oder scho lang nm brocht hend.",0,0
"Iron Maiden, Beyond the Black, Sum41",0,0
"Rammstein,powerwolf,nightwish,amon amarth,in extremo,slayer,sepultura u.v.m ",0,0
"GRIMGOD 
https:  m.facebook.com grimgodworldwide",0,0
Bhse Onkelz,0,0
"Ravager

https:  youtu.be e1FYiLZdD6Y",1,0
izamanya,0,0
Nox Interna,1,0
Rob Zombie,0,0
Jackson Firebird    ten years after   ,0,0
B,0,0
"OST+FRONT, UMBRA ET IMAGO,",0,0
Helgrindur und Skelfir \m ,0,0
"Powerwolf, Rammstein, Dee Snider, Broilers, Arch Enemi, Eluveitie, Bse Onkels, Shakra",0,0
I CUT OUT YOUR NAME,2,0
"Nofx, sick of it all, sonata arctica, xandria, coroner, samael, alestorm, gojira, powerwolf, hammerfall, anthrax, death angel....  ",0,0
"Eisbrecher
Nightwish
Rammstein 
Megaherz
Powerwolf
Kontrust
Unheilig",2,0
Velvetfish ,0,0
"Rammstein
5FDP
System Of A Down
Slipknot
Volbeat
Nightwish
Avenged Sevenfold
Disturbed
Korn
Metallica
Iron Maiden
Parkway Drive
Moonspell
Soulfly
Stone Sour
Trivium
Limp Bizkit
Steel Panther",0,0
Gil Petit je doute qu'ils programment du francophone ,0,0
"Fuchsteufelswild, Krayenzeit, JD Miller, H.E.A.T, Bloodbound, Twilight Force, Northward, NorthTale, Majestica, TRICK OR TREAT, Dynazty, Rhapsody Of Fire, KAMELOT, Temperance, Irony Of Fate",0,0
"EXIT , FINAL CUT, Broken Fate, Comaniac, Devils Rage, SICKRET, Askara, Contorsion",3,0
Ost+Front,1,0
TOTENGEFLSTER Kai Speidel Simon Bossert Evelyne Eisenmann,1,1
Engst..,0,0
Angry again,3,0
https:  youtu.be QSUAmd86eTY,0,0
Robin Schrter ja die wrd ich da auch gern sehen ,1,0
"Volbeat 
Flogging Molly
Freiwild
Die rzte
Bhse Onklez
Ramstein
Nightwish
Metallica

De wrs mou widr chli intressant",1,0
"System of a down
Mayhem
Napalm Death
Dying Fetus
Knocked Loose
Black Sabbath
Ektomorf
L7
Uhhh das wrs ",0,0
"Rammstein, Powerwolf, Ghost, Alestorm",1,0
Perfekt ,0,0
"Rammstein, rzte, System of a down, Korpiklaani ond Billy Talent nhmi aso au nomol ",7,0
Helgrindur Skelfir,2,0
"Avenged Sevenfold, Gojira, Marilyn Manson",0,0
Helgrindur   ,1,0
THECITYISOURS,0,0
"Powerwolf, jbo, volbeat, battle beast, skalmld",0,0
"Nightwish
System of a down
Tenacoius D
Rammstein
Celtica pipes rock
Die rzte
Billy Talent",3,0
In Extremo,0,0
"Excelsis, Hosen, Offspring, Zebrahead...",0,0
Volbeat Bullet for My Valentine A Day To Remember We Came As Romans BRING ME THE HORIZON Trivium Broilers THOLA,1,2
"RAMMSTEIN
J.B.O",0,0
"Irony Of Fate
INGESTED
INCITE
Gloryhole Guillotine
Devils Rage
BLACK INHALE
Bloodred Hourglass
Feared
The-Haunted
WITCHERY
Parasite Inc.
ALL WILL KNOW
Jan Jansohn wr doch was fr euch ",0,0
DISTURBED & Stone Sour & Being as an Ocean,0,0
"Rammstein,Fat dog, Broilers, Betontod, obey the brave, Frei.wild, stick to your guns.",0,1
strain of madness,1,0
"System of a down, volbeat, in flames, limp bizkit, rise against",1,0
Corpus Delecti,4,0
BROKEN FATE ,0,0
THECITYISOURS,0,0
Bhse onkelz,0,0
"Rammstein.
Schandmaul.
Die rzte.
Inextremo
Bse onkelz",1,0
Devils Rage,0,0
Fat dog,0,0
"FINAL CUT
CONTORSION",0,0
Mel Sgesser ursprung buam,1,0
"Tobias Brigger , Wow Wow Wow       ",0,0
BROKEN FATEWre cool Sie dort zu hren,0,0
"Rammstein, five finger death punch, billy talent. Disturbed, freiwild,greenday, die Totenhosen",1,0
angry again ,0,0
THOLA ,0,0
Cello Hertner ,0,0
"Metallica, Skindread, Stone Sour ",0,0
"Nightwish, Rammstein",1,0
www.rockwalden.ch,0,0
Cello Hertner Oesch die dritten,1,0
"
haha da hast du fast ein ganzes FESTIVAL aufgestellt ",0,0
Clawfinger ,0,0
"FINAL CUT, Angelus Apatrida, Contorsion, Crisix, Skull Fist, Bonded, SICKRET, VIRVUM, ELEPHANTS, Knppel, Hemlock, Vale Tudo, INSANITY und gleich nochmals Hellvetica ;-)",1,0
Broken Fate,0,0
Foo Fighters und Volbeat ,1,0
"ZSK, Offsprrring, Zebrahead",0,0
"I Prevail
Falling im reverse 
thy art is murder
while she sleeps
parkway drive 
bless the fall 
heaven shall burn",18,0
"Black label society, godsmack, kadavar, tool, parkway drive, black stone cherry, rob zombie.. ",0,0
"AURAL COMA 
The Gazette",0,0
Wicked Plan,0,0
"Arch Enemy
JINJER
Lacuna Coil
Infected Rain
Follow the Cipher
Bloodhunter
Beyond the Black
Among your Gods
New Years Day
Dehydrated
Butcher Babies
Kobra and the Lotus
IGNEA
Once Human
Dust in Mind
Spoil Engine
Rage of Light (CH)
",0,0
Glowing Shelter Three Elements,0,0
Notus-Gang natrli  ,0,0
Rammstein,0,3
Final cut ,0,0
Three days grace,0,0
"Fiddler's green, Santiano, QL",0,0
"Sabaton, Volbeat, Rammstein, Flogging Molly, Frei Wild, In Extremo, Trivium",3,0
"Insomnium, system of a down, desert fear, Arkona, Arch Enemy, die rzte, august burns red",1,0
"Our last night, nothing more, I Prevail, We came as romans, Like moths to flames, Of mice and men, In Flames",0,0
Five finger death punch ,0,0
Rammstein,0,0
"Ghost, Social Distortion, Slim Cessna's Autoclub, Goodnight Texas, The Interrupters, Volbeat, The Real McKenzies",1,0
"Hatebreed
Lionheart
Deez Nuts
First Blood",0,0
"rzte, Rammstein, Volbeat, in flames",0,0
"Aerzte
Arch enemy
Bullet for my valentine
offspring
parkway drive
green day
in extremo
in flames
system of a down
airbourne
billy talent
bring me the horizon",0,0
Heaven shall burn,0,0
Freiwild,0,0
nox interna ,0,0
"-Emuqa
-Broken Fate \,,   ",0,0
Am:Pm x1000000000,0,0
Our Last Night    ,0,0
"Trivium, Lamb of god, Skillet, Carnifex, Chelsea Grin, Architects",0,0
Monuments  ,0,0
Volbeat,2,0
"Irony Of Fate, InView, Ghost Inhale, KaButt, ZiRKA, Feinwaschmittel, Mantys

Gebt doch auch mal den Kleinen eine Chance anstatt jedes Jahr das gleiche recycelte Profit orientierte Line-Up rauszuhauen",9,0
Flogging Molly,0,0
Corpus Delicti ,2,0
ost + front,0,0
Rammstein,0,0
Offspring,0,0
"I Prevail 
A Day To Remember
MONUMENTS
Asking Alexandria
AM:PM
Geisterwald",1,0
https:  www.facebook.com Effigy.ch ,2,0
"Airbourne, Volbeat, 5FDP, QL, disturbed, rammstein, iron maiden ....",1,0
Final Cut   ,0,0
"Thank you Lukas 
Cheers from INFINITAS",1,0
Glowing Shelter,0,0
"Merci Philipp, das wrs 
Gruss INFINITAS",0,0
"Merci dir Janik 
Das wr ja hur geil 
Cheers INFINITAS",0,0
"Septicflesh, Carach Angren oder Solstafir ",1,0
"Jinjer, Rammstein, After the Burial, The Ghost Inside, Mindcollision, Artifiction, Thy Art is Murder, Dimmu Borgir, Amorphis, Die Apokalyptischen Reiter, Kataklysm, Heilung, Kauan, Knorkator, Wintersun, Haken (Top Prog. Metal), Persefone",0,0
Reliquiae,3,0
Tir Nan Og und Darth Polly....,1,0
I preval,0,1
"Glowing Shelter
https:  youtu.be ESs7C6T7AIQ",2,0
Three Elements,5,0
"Rolling Stones, The Struts, Jimmy eat World, Alice Cooper, Saliva, Bonnie Tyler, Rammstein, Bruce Springsteen, Five Finger Death punch",0,0
"Irony of Fate
As Sanity Fades
Wicked Plan",2,0
"Ghost
Avenged Sevenfold
Volbeat
Rammstein 
",0,0
"Three days grace, system of  the down, skillet, parkway drive, thousand foot krutch, ashes remain, creed",0,0
Linkin Park,0,0
Notus-Gang ,1,0
Miss May I      ,0,0
nan,2,0
Absolut geil  Broken Fate,1,0
Broken fate,1,0
"Glowing Shelter
https:  youtu.be ESs7C6T7AIQ",4,1
"Rancid, Pennywise, A Perfect Circle, NiN, Deftones, NoFX, Lagwagon, System of a down, Greenday, Korn, The Real McKenzies, The Mahones, Good Charlotte, ...",0,1
Linda Senn och ^^,0,0
"parkway drive, heaven shall burn, abinchova ",0,0
INTREPID und Elvellon ,1,0
Five Finger Death punch ,0,0
"Eisbrecher, Powerwolf, Oomph, Rammstein.

Leo Moracchioli whr mol no cool.",1,0
Broken Fate,1,0
Stoned Jesus,1,0
Tir Nan Og,1,0
"Driven Under, Hmatom, Powerwolf, Mono Inc.",1,0
"The interrupters
Paddy and the rats
System of a down
Korn",0,0
Pertness,2,0
"Thank you Pam 
Cheers Piri & INFINITAS",3,0
"Die rzte
Freiwild
Five finger death punch
Volbeat",1,0
"Rise of the Northstar
Emmure
Deez Nuts
Heaven shall burn
August burns red
Chelsea grin
Attila
Rings of saturn
Terror
Hatebreed
Sick of it all
Skindred
Thy art is murder
Neaera
Hood brawl und Royal Desolation als locals ",1,0
David Hasselhoff,1,5
Rise Against ,0,0
Driven Under,0,0
Any Given Day,0,0
"Blackout Problems
B104 
ERSTAUSGABE-Punkrock",1,0
Anthem for a dying Day,0,0
"Metallica, Rammstein, Volbeat, broiler,beatsteaks, Disturbed, Danko Johns",1,0
Fuchsteufelswild,0,0
Why So Serious  Volbeat Rancid Alestorm,2,0
Angry again  Ganz klar... ,1,0
Shambolic Shrinks,0,0
Ihr sind sehr kreativ ;p,0,0
Ihr sind sehr kreativ ;p,0,0
Terrible Headache,1,0
"Unkreativ, aber geil ",1,0
Reliquiae ,1,0
SDP,0,0
RAMMSTEIN,0,0
Die WICKED PLAN htte einen Auftritt sn diesem Festival verdient.,0,0
THE HELLACOPTERS ,1,0
Airbourne,0,0
Tir Nan Og ,0,0
"Excelsis, Hedera ",0,0
angry again,1,0
"Powerwolf, Bloodbound, Mystic Prophecy, Saint Deamon, Battle Beast, Beast in Black......",0,0
"Die rzte, Buckcherry, Skunk Anansie, Feuerschwanz, Clawfinger, Black Veil Brides, Megaherz, Eisbrecher, The Sounds, Crashdiet, Billy Idol, Jennifer Rostock, Sportfreunde Stiller, In Extremo, The Baseballs, Leo Moraccioli, und und und...",0,0
Among Vultures,0,0
"Rammstein , system of a down",0,0
"Cradle of filth
Ghost,
Caliban
architects
moonspell
Marilyn manson 
Gojira
Chelsea grin
Textures",0,0
Green Day ,0,0
"Die rzte, Dead Lord, Turbobier, Pennywise, With one Word, Feine Sahne Fischfilet, Millencolin, Broilers, Terrorgruppe, Wizo, Nofx, Danko Jone, Bad Cop Bad Cop, Lizzies, Night Viper",0,0
INSANITY,1,0
"in flames, bmth, fever 333, of mice and men oder while she sleeps nochmal ",0,0
Ich wrd ja au ned nei sege zu Rammstein ;p,0,0
"Seether
Civil War (the band)
NorthTale
A Perfect Circle
Battle Beast
In This Moment
Three Elements
Irony Of Fate
Avenged Sevenfold",2,0
"Tool
System of a down
Korn
Rage against the machine
Fidlar
Skindred
Enter Shikari
Deftones
Alice in chains
Clutch",0,0
Metallica,0,0
Rammstein  Volbeat und Itchy royal republic Die rzte ;),1,0
"Bhse onkelz
Rammstein
In extremo",1,0
#Broken Fate,2,0
"System of a Down, Rammstein, iron maiden, marilyn manson, 3 doors down, bring me the horizon, architects",0,0
"Eskimo callboy
Being as an Ocean
Bring Me The horizon
Billy Talent
Green Day
System of a Down
Good Charlotte 
Slipknot
Asking alexandria",0,0
"Fever333
Architects
Royal blood",0,0
"Toten hosen 
Rammstein",0,0
Glowing Shelter,1,0
Ophelias Eye    Remo Lemp,0,0
,0,0
Powerwolf,1,0
Broken Fate wr richtig geil.,0,0
"Frei.Wild werdeds zom glck ned bringe. Das wrd so en Shitstorm geh, dass sie die nach 2 tg weder usladed.",8,0
Rammstein,1,0
"Broilers, Three Elements, Talco, Volbeat, In Flames, Children of Bodom, Stone Sour, Kraftklub, Ost Front, In Extremo, Alestorm, Flogging Molly, System of a Down, Glowing Shelter, Disturbed, Schandmaul",2,3
"Green day
Metallica
Good charlotte
rzte
The offspring",0,0
Skelfir,1,0
Pertness Shm,0,0
Brocken Bass (Spiez),1,0
Feuer Indianer Zarkun wo blibt EXCELSIS     ,1,0
I CUT OUT YOUR Name Transplants Avenged Sevenfold,1,0
"Vollbeat
Crossplane
Maxxwell
Crown of Clory
Auri
Die toten Hosen
Doroa
Metallica
Airbourne",0,0
Rebekka Glanzmann-Eichenberger  nooow xD jo genaundas johr han ich nied chna xD RIP,0,0
Val Sinestra ,0,0
Wicked Plan,0,0
"Blackout Problems
Our hollow our home
I prevail
Thecityisours
River becomes ocean
Annisokay
Northlane
Dream state
Imminence",0,0
Tir Nan Og,1,0
Driven under,0,0
With One Word  ,3,0
Helgrindur Skelfir,3,0
"Hallo liebe Leute wo bleiben die Schweizerbands. EXCELSIS, PERTNESS, APINCHOVA, EMERALD, GLOEYHAMMER, usw.... ",1,0
Simia Sapiens,0,0
Anthem for a dying day,0,0
Glowing shelter ,0,0
"Battle beast, freiwild, freedom call",0,0
Rammstein,0,0
Airbourne ,0,0
Fuchsteufelswild ;)))) ,0,0
Notus gang,1,0
Rise Against  ,2,0
Tenacious D,0,0
"Deeznuts 
Hatebreed
Enter shikari 
Bonaparte
Okilly Dokilly
The Qemists
Pendulum
Limp bizkit
Crossfaith",0,0
Beast in black,0,0
Coohead and Cambria,0,0
Rancid,0,0
Blackout Problems,0,0
Avatar,0,0
"architects
fever 333
bring me the horizon
PUP
neck deep
a day to remember
knocked loose
paramore
boston manor
the story so far
northlane
la dispute",0,0
Clutch,0,0
Outlaw Radio,0,0
Fix PALEFACE,0,0
"System of a Down, Vollbeat, Foo Fighters",0,0
Onkelz...rammstein...eluveitie...volbeat...system of a down...parkway drive...slipknot...frei wild...pro pain....,1,2
Dead By April,0,0
"System of a Down, Avenged Sevenfold, Danko Jones, Red, The 69 Eyes, Paramore, Rammstein.....",0,0
"Oh, ganz nett wren:

Igorrr
Nebelhorn
Paara
Penses Nocturnes
Sigtyr
Turisas
Vindland",0,0
Die Kassierer,1,0
"Hammerfall, In Extremo, Die rzte, Flogging Molly",0,0
Keesel  Einmaliger Mundhart Core ,1,0
R.O.C.K. Animals,1,0
Egoischt ,0,0
"Excelsis
Bhse Onkelz",2,0
Roger Zensi Thomann  frei wild gaht gar nd scheiss rchti bnd und slipknot isch das jah gsie,0,0
https:  youtu.be rNZKoeUvsvg,0,0
Keesel natrli ,0,0
THORN.,1,0
Skelfir,1,0
"Attila, Lionheart, Parkway Drive, Stick to your Guns, Crown the Empire, Bury Tomorrow, Emmure",0,0
"Iron maiden, ac dc, manowar",0,0
Gregory James Martin slipknot cha wider cho...si immer geil...und wg frei wild sseri mi nid...und nt vo scheiss rchti band....,0,0
Strangers In The Attic,0,0
Fuchsteufelswild  ,0,0
"Any given day, godsmack, moonshine bandits, stone sour, trivium, hoolywood undead, Allpot futsch, ska-p, everlast....",0,0
"Skindred, Dorothy, Rammstein, Hollywood Vampires, Nightwish, Black stone cherry, Meshuggah, Rob Zombie, Korn, Hammerfall, arch enemy, system of a down, Disturbed, Alice Cooper, Alter Bridge, Buckcherry, Foo Fighters, Godsmack, Hak, Hatebreed, In Flames, Judas Priest, Zakk Wylde, Kreator, Queens of the Stone Age, Seether, Saliva, Tenacious D, Welshly Arms, ZZ Top",0,0
"Fire Rose, Anthem For A Dying Day, Excelsis, Wicked Plan, I Cut Out Your Name, Pertness, Divine, Dead Born Vision, Leviathane, Expellow, Gomorra, Hellvetica, Gurd, Burning Witches, Crashtime, Atlas&Axis.",1,0
INFINITAS ,3,0
"Offspring
Parkway Drive
Sum 41
Rancid
Green Day
Blink 182
Bring me the horizon
Bullet for my valentines
Pennywise
Korn
Rise against
Gojira
Slayer
Architects
A day to remember",0,0
Parkway drive,0,0
"red hot chili peppers
billy talent
system of a down",2,0
"Nightqueen
Mission in black
Accept
Symphony X",0,0
Five finger death punch,0,0
"Rammstein, Kraftklub, Tenacious D, Powerwulf",0,0
Furchenschweiss,0,0
"Rammstein
Limp Bizkit
Billy Tallent
Rise Against
Stick to your guns",0,0
BROKEN FATE ,3,0
"Bury tomorrow
Polaris
Architects
Wage war
Thy art is murder
Annisokay
Alter Bridge
....",2,0
"Glowing Shelter     Alter Bridge , Foo Fighters",3,0
"Die rzte, Broilers",0,0
BROKEN FATE    ,0,0
"Rise Against, Zebrahead, Skillet, Sum 41, Rammstein, Parkway Drive, 50 Cent",0,0
Et Bongo Kidz ,0,0
"Hammerfall, Eisbrecher, In Extremo, Gloryhammer (haben brigens einen Schweizer Snger), Me first and the Gimme Gimmes und zu guter Letzt Glowing Shelter (eine einheimische Band wre echt super   ).",1,0
"Fall out boy, billy Talent, evanescence, green day",0,0
Hahah du seisch es ,0,0
"Dark age, scar symmetry, offspring, papa roach, panic at the disco, escape the fate, bullet for my valentine, the bunny the bear, 3 doors down,matchbox twenty, a day to remember, volbeat, architects, self deception & adept ",1,0
Silent Planet Liquid Rain,0,0
Rammstein,0,0
"Five finger death punch 
Bhse onkelz 
Parkway drive 
Disturbed 
Fallout nine 
Broilers 
Deez nuts 
Foo fighters 
For today",0,0
"Nightwish, Rammstein, In Extremo",1,0
"All Time Low
Good Charlotte
Sum 41
Skillet
Falling in Reverse
I Prevail
Three Days Grace",0,0
"Circle Of Execution
BETRAYING THE MARTYRS
ONLAP Parkway Drive ",1,0
"Bhse onkelz, frei.wild, why so serious , i prevail, jinger,",0,0
"Thy art is Murder, Architects, The Browning,",0,0
"Currents
Hollow Front 
Moments
Terror",0,0
Damnatory,0,0
MArk Rsch di chmed next jahr e uf zrii,0,0
"Volbeat, Die Aerzte, Frei.Wild, Sum41, Broilers, Rammstein, Eisbrecher, Ska-P",0,0
"Expellow, Vale Tudo, Nanowar of Steel, Judas Priest, Metallica, Alice Cooper, Iron Maiden und Clawfinger.",0,0
Rancid,0,0
Cyril Schumi Schuhmacher e Need sho ,0,0
MArk Rsch gah uf fb page vo rammstein det gsehsh es,1,0
Cyril Schumi Schuhmacher ok,0,0
"Korn
Ghost
Gojira
In this moment 
Inflames 
Ministry 
Rob Zombie 
Rammstein
Donots",0,0
Angry again,2,0
"Avenged Sevenfold, Tenacious D, Bel'akor, Amorphis, Paramore,  Alter Bridge, Disturbed, Trivium, Panic at the disco, All time low, Red sun rising, Aranda, Theory of a deadman ",0,0
"Jinjer, heaven shall burn, slayer, cannibal corpse, die goldenen zitronen, zaunpfahl,  ghost town, nh3, zirka, feinwaschmittel, 3rd choice, caliban",0,0
Knppel ,0,0
Korn,0,0
"Volbeat, Nightwish, Bring me the Horizon, Iron Maiden, Airbourne, Parkway Drive, Ghost(   ) , Five Finger Death Punch, Flogging Molly, Judas Priest, Korn, Alice In Chains, Tenacious D, Korpiklaani, Ensiferum",0,0
"Rammstein, Volbeat, Hmatom, rzte, bad wolves, Disturbe",0,0
Green Day,0,0
Glowing Shelter,0,0
Angry Again,2,0
Avenged sevenfold,0,0
Broken Fate,0,0
Biffy Clyro ,0,0
Big Shaq,0,0
Big Shaq,2,1
"System of a down
Five finger death punch
Green Day 
Skillet 
Rammstein
PVRIS 
Korn
Disturbed 
Usw",0,0
Amon amarth,0,0
Onkelz Eisbrecher Powerwolf   Rammstein Broilers Dritte Wahl.,2,0
"System of a Down, Freezes Deyna
Die rtze, Billy Talent, Royal Republic, Tenacious D",0,0
ZiRKA,0,0
Skalmld ,0,0
Stefanie Bhler ooh jaau fr mi messti Whitechapel umbedingt no derbi si,0,0
Steven Reynaud a demande du landmvarks ,1,0
Krbholz dritte Wahl .exploidet,1,0
Haggefugg  ,4,0
"Rammstein, In Flames, Avatar, Hmatom, Me first and the Gimme Gimmes, Serum 114,",0,0
Brut & Peace Is Just A Break,0,0
Angry again,0,0
Tchel,0,0
Sheno Idrizi fix chumi nid #trotzgring,0,0
Arkona,1,0
Irony Of Fate,2,0
Fire Rose,0,0
"Seether
Alice In Chains
Jinjer
Foo Fighters
Tonight Alive
Bringe Me The Horizon
Karnivool
Tool
Prophets Of Rage
A Day To Remember
Unprocessed
THE FEVER 333
PVRIS",1,0
The Rumjacks ,0,0
"BRUNO,
The Jesus and Mary Chain,
Sleep,
Melvins.",0,0
Fighter V,0,0
Dizzy Fox,0,0
"ROTNS
DEEZ NUTS
BROTHERS TILL WE DIE
STRAY FROM THE PATH
PARKWAY DRIVE
NASTY 
SUICIDE SILENCE
ATILLA
LIONHEART",1,0
meshuggah - jinjer - thy art is murder - carnifex,0,0
Frei wild,0,0
"rzte, merci ",1,0
Slam&Howie and the reserve men,0,0
"pendulum als prodigy ersatz
ramstein
rise against
metalilca",2,0
Fuchsteufelswild ,1,0
SUM 41,1,0
Haggefugg   ,0,0
ROCK IN FLAMES,0,0
"Tenacius D, Slayer, Wizo, children of bodom, die rzte, the Hunted, Anthrax , The Dreadnoughts",0,0
Irony Of Fate,1,2
TOOL,0,0
Broken Fate,0,0
Fallen Up ,0,0
"Jinjer , Lord of the Lost, I Prevail, We butter the bread with butter, Infected Rain, Watain",0,0
Simon Palmieri ,0,0
Michel Menzi haha dini eltere htte lieber analsex gha anstatt so ppis wie dich d wrsch eus allne erspart blibe me sett dine eltere glaub mol zeige was do uselosch d wr fr di widermol fertig internet fr es zitli ,1,0
"CONTORSION , ULTRA-VOMIT",0,0
Irony Of Fate lit,0,0
Jinjer,2,0
"Rammstein, korpiklaani, limp Bizkit, corvus corax, in Extremo, flogging molli",0,0
"Broken fate,eine junge dynamische Band mit Porential die eine Ghance verdient haben am Greenfield zu spielen    ",0,0
Mindcollision ,0,0
"Glowing Shelter, Foo Fighters, Anti-Flag",0,0
"System of a Down, Parkway Drive, Architects , jinjer, in flames, Trivium",0,0
  Korn  ,0,1
Voltage Arc,0,0
"Broilers, system of a down, frei wild, rammstein, rzte, stone sour,",0,0
Ultraviolence   ,0,0
Beat Breit wenn nummere und Adresse wotsch meld di ,1,0
"Die rzte, Billy Talent, Lacuna Coil, Krokus",0,0
"Reliquiae, Vogelfrey ",3,0
Parkway Drive,0,0
"Attila, angry again, rammstein, rzte, five finger death punch, whitechapel,...",1,0
"Parkwaydrive
Adept
Limp bizkit
Rammstein
Korn
I prevail
Imminence
Fit for a king
Asking alexandria",1,0
BROKEN FATE,0,0
Die Apokalyptischen Reiter,0,0
"Gojira 
Skalmld
Meshuggah 
Six Feet Under",0,0
Eisbrecher,0,0
"Arch Enemy
Trivium
Wolfheart
Epica
Powerwolf
Bullet for my Valentine
In Flames
Dark Tranquillity
In Extremo
Ensiferum
Alestorm
Offspring
Volbeat
Guano Apes
Beyond the Black
Orphaned Land
Children of Bodom",0,0
Florian Meier wend meinsch.,0,0
"as i lay dying
emmure
enter shikari
frank carter & the rattlesnakes
first blood
gift giver
kublai khan
obey the brave
papa roach
slaughter to prevail",1,0
Sum 41,0,0
"System of a down, frei.wild, five finger death punch, krbholz, unantastbar, serum114, hmatom",0,0
"Marduk
Sargeist
Stormlord
Srd
Shining
Horna
Mgla
Horn
Aorlhac
Istapp
Troll
Melechesh
Satyricon
Usw",3,0
"Glowing Shelter, Foo Fighters, Green Day, Muse, Linkin Park",0,0
"Frank Needs Help, impending doom, fit for a king, within destruction, bleed from within, as i lay dying, walking dead on broadway, northlane, wage war, phinehas.",0,0
"Frei Wild 
Stone Sour
Green Day
Artefuckt",1,0
Rammstein,0,0
"Slash
Zeal & Ardour
Black Stone Cherry
Killswitch Engage
Royal Blood",0,0
Bhse Onkelz,2,0
Britney Spears  oder SOOMA,2,0
"Airbourne, Eisbrecher, gotthard, The Minx",1,0
"Foo Fighters, L7 Official , Rammstein, Ghost , Tool and Miley Cyrus (bad joke)",0,0
"Teenage Bottlerocket
Brutus
The Bennies
Goldfinger
Clowns
Und vorallem: mehr CH-Musik    Newcomer-Stage wre geil  ",2,0
"GOJIRA
GOJIRA
GOJIRA
GOJIRA
DEVIN TOWNSEND
GOJIRA
GOJIRA
GOJIRA
GOJIRA",0,0
"Frei wild.
Unentastbar
Krbholz
Sabaton
New years day
Between A Moment
Christian Zumkehr",1,0
"Five Finger Dead Punch
Disturbed
Volbeat
Evanescence
I Prevail
I See Stars",1,3
Freibier ,1,0
Iron maiden Rammstein Korn Slipknot Thy art is murder Parkway Drive Northlane Landmvrks Novelist Erra Whitechapel Born if osiris After the burial Architects Crystal lake,1,0
Alexis Jacquier haha ,0,0
AC DC   rammstein aber bitte nit donnerstag auftreten,1,0
"Within Temptation
Samal (VS)
Arch Enemy
Equilibrium
Alestorm
Kontrust
Fame on fire
Blasted (VS)
Iron Maiden (yes, i'm dreaming in colors )",0,0
Brothers of Metal ,0,0
"lord of the lost,Volbeat, die rzte, Nightwish, lame immortelle, wardruna, sonata arctica",2,0
Fritz Schild die dnk oh :),0,0
"system of a down, rzte, pearl jam :D",0,0
Turbonegro,0,0
Infinitas,1,0
"Architects, in flames, periphery, parkway drive, ramstein",0,0
stone sour,1,0
Broilers,0,0
"Social Distortion, Interrupters, Stone sour, Korn, Boysetsfire, Reel big fish, Seether, Alice in Chains, Pearl Jam, Buckcherry, Godsmack, Hot water music, Machine Head, Anthrax, Sonata Arctica, Slash, Clutch",1,0
Null Positiv https:  www.youtube.com watch v=sH13d7AK6dw,0,0
"Dimmu Borgir, rzte, Muse",1,0
frei.wild BRDigung ankor disturbed five finger death punch powerwolf,0,0
Broken Fate,0,0
"Rammstein, Bhse Onkelz, Volbeat, Broilers, Dropkick Murphys, Eluveitie, Billy Talent",1,0
