Comment Id;Date / Time;Message;Likes;Comments
10157361185413044_10157361476508044;24.06.2019 12:50;I See Stars;2;0
10157361185413044_10157361477043044;24.06.2019 12:51;Iron Maiden :);0;0
10157361185413044_10157361477168044;24.06.2019 12:51;🤘🤘 Rammstein🤘 system of a dawn 🤘 Bad wolves 🤘Five finger death punch 🤘 Trivium🤘 Épica 🤘 Nigthwish🤘🇵🇹moonspell🇵🇹🤘Disturbed🤘ill nino 🤘taproot 🤘🤘;0;0
10157361185413044_10157361478398044;24.06.2019 12:51;"Everytime I Die, Trash Talk, Throwdown, Fu Manchu, The Interrupters, Turbowolf, Hellacopters, Gluecifer, Graveyard, Greenleaf, Atomic Bitchwax. 

Vielleicht au es paar schwiizer/umland Bands meh? Bitch Queens, Goldfever, Dead Smoke, Insanity Alert, Bronco, Hey Satan, Them Fleurs.";6;0
10157361185413044_10157361478428044;24.06.2019 12:51;Du chasch au en Kommi schribe du pfiifää :P;0;0
10157361185413044_10157361478568044;24.06.2019 12:51;"Friedli und Fränz
Promethee
J.B.O
Soilwork
Devildriver
Korn
Skindred
Dimmu borgir
Manowar

Haubtsach ned emmer die gliche bands";0;0
10157361185413044_10157361478583044;24.06.2019 12:51;4 Promille  🤘;0;0
10157361185413044_10157361478803044;24.06.2019 12:52;Nai 😱;0;0
10157361185413044_10157361478823044;24.06.2019 12:52;"As I Lay Dying
Rammstein
Bring me the Horizon
Killswitch Engage
Parkway Drive
Bullet for my Valentine
Tenacious D
Biffy Clyro
Metallica
Of Mice & Men
Texas In July
Trivium
Alter Bridge
Caliban
Miss May I
The Gost Inside
For Today
Green Day
The Amity Affliction
The Devil Wears Prada
Thy Art Is Murder
System Of A Down

Danke schon mal 😂🙏🏼🤓";1;0
10157361185413044_10157361478868044;24.06.2019 12:52;"Patricia Betschart 
onkelz 😍";0;0
10157361185413044_10157361478958044;24.06.2019 12:52;Alterbridge, Tenacious D, Machine Head, Hypocrisy, Stone Sour, Dimmu Borgir, Ektomorf, Epica, Lionheart, Soilwork, Whitechapel, Allegaeon, Dark Tranquillity, usw....;0;0
10157361185413044_10157361478968044;24.06.2019 12:52;Lord of the Lost;0;0
10157361185413044_10157361479013044;24.06.2019 12:52;"Stepfather Fred
Mission in Black
Nightqueen
Undertow
Alight
Bloodlost aus der Schweiz 🇨🇭";2;0
10157361185413044_10157361479023044;24.06.2019 12:52;Thorn!;1;0
10157361185413044_10157361479053044;24.06.2019 12:52;Stahlmann;0;0
10157361185413044_10157361479123044;24.06.2019 12:52;Powerwolf;0;0
10157361185413044_10157361479128044;24.06.2019 12:52;Doctor Detox;3;0
10157361185413044_10157361479238044;24.06.2019 12:52;doch!;0;0
10157361185413044_10157361479338044;24.06.2019 12:52;rammstein, battel beast, beast in black,;0;0
10157361185413044_10157361479343044;24.06.2019 12:52;Oomph!;0;0
10157361185413044_10157361479393044;24.06.2019 12:52;Knöpel, Monsters of Liedermaching, Krautschädel, Jolly Jackers;2;0
10157361185413044_10157361479488044;24.06.2019 12:52;Hämatom, powerwolf, gods of sielende;0;0
10157361185413044_10157361479583044;24.06.2019 12:52;Oohhh 😱;0;0
10157361185413044_10157361479753044;24.06.2019 12:52;skillet, parkway drive, rammstein;0;0
10157361185413044_10157361479813044;24.06.2019 12:52;1000 Löwen unter Feinden😍;2;0
10157361185413044_10157361479898044;24.06.2019 12:52;Irony of Fate 🤘💪;0;0
10157361185413044_10157361479933044;24.06.2019 12:52;"Disturbed
Stahlmann
Five Finger Death Punch
The Death South
AC/DC";0;0
10157361185413044_10157361479953044;24.06.2019 12:52;Five finger death punch;1;0
10157361185413044_10157361480123044;24.06.2019 12:53;"Rammstein
Greenday
Gorillaz";0;0
10157361185413044_10157361480248044;24.06.2019 12:53;Helene Fischer;0;0
10157361185413044_10157361480463044;24.06.2019 12:53;Irony of fate;0;0
10157361185413044_10157361480798044;24.06.2019 12:53;"ÄRTZE
SYSTEM OF A DOWN
KENY ARKANA
TRIVIUM";1;0
10157361185413044_10157361480803044;24.06.2019 12:53;System of a down;0;0
10157361185413044_10157361480908044;24.06.2019 12:53;Crystal Lake, Jinjer, Maybe The Ghost Inside, As I Lay Dying, All That Remains, The Browning, Gideon, I Prevail, Ice Nine Kills, Korn, Motionless in White, the plot in you, soilwork, Aborted, Wage War, InVisions;1;0
10157361185413044_10157361480928044;24.06.2019 12:54;Angry Again;9;0
10157361185413044_10157361480938044;24.06.2019 12:54;Lord Of The Lost;1;0
10157361185413044_10157361481068044;24.06.2019 12:54;Devils Rage;6;0
10157361185413044_10157361481213044;24.06.2019 12:54;Irony Of Fate Dizzy Fox;9;0
10157361185413044_10157361481363044;24.06.2019 12:54;Selina guati wahl ^.^;0;0
10157361185413044_10157361481378044;24.06.2019 12:54;Alestorm;0;0
10157361185413044_10157361481493044;24.06.2019 12:54;Sum 41;0;0
10157361185413044_10157361481538044;24.06.2019 12:54;"Thy Art is Murder
Powerwolf
As I  lay Dying
Trivium
Children of Bodom
In Flames";0;0
10157361185413044_10157361481593044;24.06.2019 12:54;Children of bodom;0;0
10157361185413044_10157361481648044;24.06.2019 12:54;"-Ghost abef hey ;)";0;0
10157361185413044_10157361481658044;24.06.2019 12:54;"fever 333
turnstile
code orange
rise of the northstar";0;0
10157361185413044_10157361481873044;24.06.2019 12:54;Simia Sapiens;3;0
10157361185413044_10157361481928044;24.06.2019 12:54;"Irony Of Fate
Dizzy Fox";0;0
10157361185413044_10157361481948044;24.06.2019 12:54;"Rammstein
Five Finger Death Punch
In Extremo
Ärzte
Frei Wild
Iron maiden
Ac/Dc
Broiler
Parkway Drive";0;0
10157361185413044_10157361482058044;24.06.2019 12:54;Green day;1;0
10157361185413044_10157361482138044;24.06.2019 12:54;"Napalm death 
Obituary
Brujeria
Terror
Siberian meat grinder";1;0
10157361185413044_10157361482148044;24.06.2019 12:55;Pia Albin  alles scho mehrmols ufem Platz gstande;0;0
10157361185413044_10157361482158044;24.06.2019 12:55;Marcel Feuz 💪😁;0;0
10157361185413044_10157361482303044;24.06.2019 12:55;Crystal lake,sublime with rome;0;0
10157361185413044_10157361482318044;24.06.2019 12:55;Avenged sevenfold, jinjer, skillet, i prevail, the browning;1;0
10157361185413044_10157361482373044;24.06.2019 12:55;Pertness  vo frutigen !!!! Obe use!!!!!!!!!!!!!;1;0
10157361185413044_10157361482378044;24.06.2019 12:55;5FDP 🤘;0;2
10157361185413044_10157361482408044;24.06.2019 12:55;Satyricon ... Unleashed ... Cannibal Corpse ... Clawfinger ... Get the Shot ... Black Diamonds 🤟🏻🤟🏻;0;0
10157361185413044_10157361482533044;24.06.2019 12:55;Trivium, Machine Head, Tremonti oder Alter Bridge, Gojira, Hatebreed, Exit, Devils Rage;3;1
10157361185413044_10157361482718044;24.06.2019 12:55;Irony Of Fate & Broken Fate & Devils Rage;2;0
10157361185413044_10157361482848044;24.06.2019 12:55;Powerwolf;0;0
10157361185413044_10157361482863044;24.06.2019 12:55;Volbeat brakingbenjamin fever 333 bring me the horizon  greenday floggin molly disturbed system of a down fivefinger death punch die ärzte avenged sevenfold billy talent;22;0
10157361185413044_10157361482893044;24.06.2019 12:55;Die Amigos wären mal ein Kontrastprogramm (wo man mal gemütlich ein Bier holen gehen kann, ohne was zu verpassen :-) );0;0
10157361185413044_10157361483023044;24.06.2019 12:55;A7X, AFI, The Vandals, Pennywise, Boysetsfire, Interrupters, Guttermouth, Misfits, Dwarves, Descendents, Ten Foot Pole, Satanic Surfers, Ska-P, Skalariak, Nguru, Madness, The Specials;2;0
10157361185413044_10157361483158044;24.06.2019 12:55;"IRONY OF FATE🤘🤘🤘
Melo Death us em Kanton Bern
Irony Of Fate
https://youtu.be/ot_Ad4GEb2A

https://open.spotify.com/track/7uyZaumxqZL9vWC0aEH7Aq?si=sww6_-GMRF-5oPBFIWAdgw";0;0
10157361185413044_10157361483363044;24.06.2019 12:56;Simia Sapiens;8;0
10157361185413044_10157361483398044;24.06.2019 12:56;Watain;1;0
10157361185413044_10157361483738044;24.06.2019 12:56;"Reel big fish
Ska-p
Kraftklub
Billy talent
Rise Again
Bloodlost";2;0
10157361185413044_10157361483773044;24.06.2019 12:56;Die Kassierer;0;0
10157361185413044_10157361484238044;24.06.2019 12:56;#Diabas 🤔;0;0
10157361185413044_10157361484298044;24.06.2019 12:56;Three Days Grace, Good Charlotte, Avenged Sevenfold, Breaking Benjamin, Korn, Emil Bulls, Green Day, In Flames;0;0
10157361185413044_10157361484453044;24.06.2019 12:56;XII Gallon Overdose😎🤘🏾;1;0
10157361185413044_10157361484483044;24.06.2019 12:56;Marant;1;0
10157361185413044_10157361484508044;24.06.2019 12:56;"Rammstein 
System of a down 
Foo fighters 
Quenns of the stone age
Tenagius D 
Die Ärzte 
Die toten Hosen 
Betontod 
In Extremo";1;0
10157361185413044_10157361484803044;24.06.2019 12:56;Die Ärzte, Devilskin (Neuseeland), Rob Zombie, Tenacious D, Foo Fighters,;0;0
10157361185413044_10157361485418044;24.06.2019 12:57;Nervosa, Jinjer, Airbourne;0;0
10157361185413044_10157361485443044;24.06.2019 12:57;"Rob Zombie
Alice In Chains
Pearl Jam
Nine Inch Nails
Avenged Sevenfold
Shinedown
Foo Fighters
Devilskin
Sumo Cyco
Stone Sour
Shooter Jennings
Alter Bridge
Body Count
Second Function
Ugly Kid Joe
Life Of Agony
The Dirty Youth";3;2
10157361185413044_10157361485828044;24.06.2019 12:57;Mindcollision, Ffdp, Rammstein, Godsmack, System of a Down, the Hu, Wind rose, lord of the lost, subway to sally;0;0
10157361185413044_10157361489453044;24.06.2019 12:57;Ein ABSOLUTES MUSS.....BROKEN FATE! Swiss Metal der obersten Klasse! Für mich etwas vom Besten was die CH in Sachen Metal zu bieten hat!;1;0
10157361185413044_10157361490323044;24.06.2019 12:57;MUSE!!! Ärzte, Beyond the Black;2;0
10157361185413044_10157361493963044;24.06.2019 12:57;Chaoseum. Great Swiss Band;0;0
10157361185413044_10157361494088044;24.06.2019 12:57;Die Ärzte, Babymetal, Steel Panther, Deconvolution, Lifecrusher, THORN.;1;0
10157361185413044_10157361494888044;24.06.2019 12:58;Rob Zombie, Parkway Drive, Korn, System of a Down, Heaven Shall Burn, Rammstein, Die Ärzte, Tenagius D;1;0
10157361185413044_10157361494938044;24.06.2019 12:58;Landmvrks, attila, we butter the bread with butter, wage war, ocean ate alaska 🤘🤘;2;0
10157361185413044_10157361494973044;24.06.2019 12:58;Avenged Sevenfold, Alice in Chains, The Pretty Reckless, Korn, Stone Sour, Disturbed, Seether, Tool, etc.;0;0
10157361185413044_10157361495133044;24.06.2019 12:58;Michel Menzi wünsch der stahlgewitter i dim arsch aber quer🤣... Goht me uf dis Profil alles nur pnos parodie... Au eine vo dene d usländer näme eus d fraue und d job wäg mimimi 🙊;1;0
10157361185413044_10157361495213044;24.06.2019 12:58;Reto Kropf u no Sarbach!!!;0;0
10157361185413044_10157361495443044;24.06.2019 12:58;"i prevail
feed her to the sharks
emmure
all faces down";2;0
10157361185413044_10157361495538044;24.06.2019 12:58;Fire Rose;0;0
10157361185413044_10157361495548044;24.06.2019 12:58;"i prevail
feed her to the sharks
emmure
all faces down";0;0
10157361185413044_10157361495883044;24.06.2019 12:58;"All Time Low
IPrevail";0;0
10157361185413044_10157361496908044;24.06.2019 12:59;Linda Senn parkway drive ond heaven shall burn!^^;0;0
10157361185413044_10157361497168044;24.06.2019 12:59;Inner Core;1;0
10157361185413044_10157361498433044;24.06.2019 12:59;Inner Core;1;0
10157361185413044_10157361500848044;24.06.2019 12:59;"Atreyu ❤
Ice nine kills
Nothing More
Attila
Ektomorf
Kontrust
Dead by April
Three Days Grace
Jennifer Rostock ❤
Rotting Christ
Thy Art is Murder
Knöppel
Insanity Alert
The pretty Reckless
The Marmozets
ZSK
WIZO";1;0
10157361185413044_10157361500933044;24.06.2019 12:59;Stone sour... Korn.. System of a down... Ärzte.. Bring me the horizon... Airbourne.. Deez nutz...stick to your guns;0;0
10157361185413044_10157361500998044;24.06.2019 12:59;Dr. Haze & the Wise Lizardz, Kaatarakt;0;0
10157361185413044_10157361501018044;24.06.2019 12:59;Dark Despair;2;0
10157361185413044_10157361501058044;24.06.2019 12:59;Gojira;0;0
10157361185413044_10157361505068044;24.06.2019 12:59;"Judas Priest, Dark Tranquillity,
Legion of the Damned, Abbath, Satyricon, Finntroll, Rammstein";3;0
10157361185413044_10157361505378044;24.06.2019 12:59;"FOO FIGHTERS
Ensiferum
Max Cavalera und igor
Zack wylde
Freiwild
ÄRZTE
system of a down
Stone Sour
IRON MAIDEN
Schweizer bands
Defender
Dreamshade
Zeal and ador
Pete bamboo";2;0
10157361185413044_10157361505473044;24.06.2019 12:59;"Nothing More
Atreyu
Billy Talent 😍
Parkway Drive";0;0
10157361185413044_10157361509313044;24.06.2019 13:00;Tenacious D / Rammstein / Soulfly / Ärzte / Stone Sour / Skillet / Suicide Silence / Green Day / of mice and men / Korn / miss may i / Hollywood Undead / in this moment;1;0
10157361185413044_10157361509463044;24.06.2019 13:00;Rammstein, Parkway Drive, Manson, Insanity (schüpfheim), system of a down, knorkator;0;0
10157361185413044_10157361509533044;24.06.2019 13:00;Silver Dust;1;0
10157361185413044_10157361510168044;24.06.2019 13:00;Yelines ૐ Hofer Montiel är het zwenig liebi vercho als chind,eiguntli tüäder mer scho fasch e bitz leid😂😂;0;0
10157361185413044_10157361510528044;24.06.2019 13:00;"Irony of Fate
Dizzy Fox
Fighter V";0;0
10157361185413044_10157361510903044;24.06.2019 13:00;DevilDriver, Smash Hit Combo, Gojira, The Agonist, Parkway Drive, Meshuggah, Dying Fetus, Ensiferum, Whitechapel;0;0
10157361185413044_10157361511108044;24.06.2019 13:00;Arnaud Mermod Fever 333;0;0
10157361185413044_10157361512228044;24.06.2019 13:00;Broken Fate 🤘🎸👍;2;0
10157361185413044_10157361514733044;24.06.2019 13:00;Bullet for my valentine;1;0
10157361185413044_10157361514818044;24.06.2019 13:00;Northlane / Silent Planet / Make Them Suffer / Void Of Vision / Awake The Dreamer / Aviana / Thornhill / The Brave / RVNT;0;0
10157361185413044_10157361518423044;24.06.2019 13:01;Billy Talent, Green Day, Five finger death punch, trivium, volbeat, alestorm, airbourne;1;0
10157361185413044_10157361518938044;24.06.2019 13:01;We'd love to play at Greenfield !;0;0
10157361185413044_10157361519068044;24.06.2019 13:01;"Denise Gielen-Burger 
Battle Beast 🤘🎉🤘";1;0
10157361185413044_10157361522618044;24.06.2019 13:01;Viviane Fux oder das 🤣🤣 nuja normal isch das nid 🤷‍♀️🤣;0;0
10157361185413044_10157361522708044;24.06.2019 13:01;Caliban, rammstein, soad, tenecious d, Iron maiden, Attila,;0;0
10157361185413044_10157361531188044;24.06.2019 13:01;Broken Fate!!!!!!😎🤟😎;4;0
10157361185413044_10157361534858044;24.06.2019 13:02;Yelines ૐ Hofer Montiel haha 100 prozänt isch das so;0;0
10157361185413044_10157361535528044;24.06.2019 13:02;Rammstein Rammstein;0;0
10157361185413044_10157361535623044;24.06.2019 13:02;"System of a down 
Die böhsen onkels
Bring me the horizon
Parkway drive 
Rammstein
Heaven Shall burn

Nicht schon wieder Volbeat 😴";10;0
10157361185413044_10157361542898044;24.06.2019 13:02;Mad Sox;0;0
10157361185413044_10157361543188044;24.06.2019 13:02;Call Me Peter;6;0
10157361185413044_10157361543233044;24.06.2019 13:02;Improvement !!! 🥰 Rise of the Northstar / Stray from the Path / TRC / Dead Swans;1;0
10157361185413044_10157361543303044;24.06.2019 13:02;Tyrmfar;5;0
10157361185413044_10157361547783044;24.06.2019 13:03;"foo fighters
alter bridge
bullet for my valentine";0;0
10157361185413044_10157361548148044;24.06.2019 13:03;AC/DC;0;0
10157361185413044_10157361552203044;24.06.2019 13:03;Gojira!;1;0
10157361185413044_10157361552588044;24.06.2019 13:03;Tamara Neuhaus sind schon ältere kaliber;0;0
10157361185413044_10157361556453044;24.06.2019 13:03;Rammstein!;0;0
10157361185413044_10157361556498044;24.06.2019 13:03;"Architects
Annisokay
Machine Head
Feed her to the sharks
Betraying the Martyrs
Bury Tomorrow";1;0
10157361185413044_10157361556663044;24.06.2019 13:03;"Tool
Deftones
System of a Down
Nine Inch Nails 
Alice in Chains
Korn
Mastodon
Heaven Shall Burn
Terror 
Agnostic Front
Russian Circles
Get The Shot 
Hatebreed 
Red Fang 
Defeater 
Soulfly
Yob
The Young Gods
Unhold 
Sumac 
Sleep 
Windhand 
Olten 
Knöppel 
Leech 
Isis 😜";1;0
10157361185413044_10157361556823044;24.06.2019 13:03;"Die Ärzte
Guano Apes 
Good Charlotte
Korn
Evanescence
Swiss und die andern";2;3
10157361185413044_10157361557223044;24.06.2019 13:03;Roman Jeanbourquin genau;0;0
10157361185413044_10157361557233044;24.06.2019 13:03;Ektomorf, Booze and Glory, Cruadalach, Wolfchant, Wisdom, Dragonforce, Orden Organ , Accept, Heidevolk, Arkona, Alestorm, Winterstorm, Atlas Pain, Grimner , Gloryhammer , Ensiferum, Twilight force, Agnostic Front, Xandria, Misconduct, Cradle of filth, Legion of the Damned , Finntroll, Rob Zombie, Rhapsody of fire, Judas Priest, Ultra Vomit;0;0
10157361185413044_10157361561583044;24.06.2019 13:04;Acranius, Extermination Dismemberment, Kraanium, Colpocleisis, Whoretopsy, Bloodywood, Parasitic Ejaculation, Korpse;1;0
10157361185413044_10157361561603044;24.06.2019 13:04;Broken Fate 🤟💪;1;0
10157361185413044_10157361561753044;24.06.2019 13:04;system of a down;0;0
10157361185413044_10157361565723044;24.06.2019 13:04;❤ERRA ❤;0;0
10157361185413044_10157361565773044;24.06.2019 13:04;THECITYISOURS;0;0
10157361185413044_10157361569423044;24.06.2019 13:04;One Ok Rock, Coldrain, Fame On Fire, Bring Me The Horizon;0;0
10157361185413044_10157361569588044;24.06.2019 13:04;Roger Gebs Avantasia hani o gschribe ghaa...🤘;1;0
10157361185413044_10157361573173044;24.06.2019 13:04;"Tool
Gojira
Jinger
Mastodon
Sodom
Der weg einer freiheit
Regard les hommes tomber
les ramoneurs de menhirs
Triptykon";1;2
10157361185413044_10157361573243044;24.06.2019 13:04;Rammstein, Dragonforce, Van Canto, Parkway Drive und Billy Talent 🤘🏻🤘🏻🤘🏻;0;0
10157361185413044_10157361576968044;24.06.2019 13:05;Codger Lingus!;2;0
10157361185413044_10157361577168044;24.06.2019 13:05;Marilyn manson... Iron Maiden.. rob Zombie;0;0
10157361185413044_10157361577363044;24.06.2019 13:05;Matthias Schneider  disturbed, Gojira, prophet of rage, SOAD, rammstein et Ozzy Osborne pour le délire;1;0
10157361185413044_10157361585013044;24.06.2019 13:05;IRONY OF FATE...what else 😁;0;0
10157361185413044_10157361588838044;24.06.2019 13:06;Broken Fate!;1;0
10157361185413044_10157361588963044;24.06.2019 13:06;"Metallica 
Battle Beast 
Helloween 
Disturbed
System of Down";15;0
10157361185413044_10157361589783044;24.06.2019 13:06;Pat Faden das wär geil 🤘🏻;0;0
10157361185413044_10157361592648044;24.06.2019 13:06;Miss Broken Fate......;0;0
10157361185413044_10157361592713044;24.06.2019 13:06;Was ächt?! BROKEN FATE natürli 🤙🤙🤘🤘 das würd üüübelst abgah🍻🍻;2;0
10157361185413044_10157361596463044;24.06.2019 13:06;Thirty seconds to Mars, Rammstein, Green Day, Billy talent;1;0
10157361185413044_10157361600068044;24.06.2019 13:06;Black Diamonds Fat Dog Supernova Plasmajets Broken Fate;0;0
10157361185413044_10157361604443044;24.06.2019 13:07;Architects, Rise against, Donots, Ärzte, Trivium, Clawfinger, Slayer, Tenacious D;0;0
10157361185413044_10157361604453044;24.06.2019 13:07;Dreams in Fragments;2;0
10157361185413044_10157361604678044;24.06.2019 13:07;Irony of fate;3;0
10157361185413044_10157361604718044;24.06.2019 13:07;Jinjer ! Headliners !!!;0;0
10157361185413044_10157361605113044;24.06.2019 13:07;Gloryhammer, Landmvrks, Any Given Day, our hollow our home;14;2
10157361185413044_10157361608723044;24.06.2019 13:08;Aborted, Invidiosus, Decripit Birth, Suffocation, Dying Fetus, Hour Of Penance, Decapitated, Beyond Creation, Hiss From The Moat, Hideous Divinity, Dawn Of Disease, Malevolent Creation, Megadeth, Dream Theater, Psycroptic, Obituary, Morbid Angel, Dismember, usw...;4;0
10157361185413044_10157361612283044;24.06.2019 13:08;our last night!;1;0
10157361185413044_10157361612458044;24.06.2019 13:08;Taylor Swift;0;0
10157361185413044_10157361612483044;24.06.2019 13:08;Falling in Reverse;1;0
10157361185413044_10157361616033044;24.06.2019 13:08;Thecityisours;0;0
10157361185413044_10157361616058044;24.06.2019 13:08;Irony of Fate  🤘;0;0
10157361185413044_10157361616133044;24.06.2019 13:08;HARPYIE ganz eindeutig HARPYIE;4;0
10157361185413044_10157361616393044;24.06.2019 13:08;Chunk! No, Captain Chunk!;0;0
10157361185413044_10157361616403044;24.06.2019 13:08;WILSON!!!!! 😻🔥🤘🏼🖤;0;0
10157361185413044_10157361616573044;24.06.2019 13:08;"Rammstein
Kraftklub";1;0
10157361185413044_10157361616768044;24.06.2019 13:08;Stoneman, Nachtblut, Carach Angren, Ensiferum, Dimmu Borgir, Triptykon...;0;0
10157361185413044_10157361624568044;24.06.2019 13:09;Oh ja HARPYIE wären eine gute Wahl;0;0
10157361185413044_10157361624663044;24.06.2019 13:09;Sabaton rammstein amon amarth metallica;7;0
10157361185413044_10157361628343044;24.06.2019 13:09;"Oh nei ihr sind ja sooo böös zu mir 😱 
 😂😂 Linki Spastis 😂😂";0;0
10157361185413044_10157361628528044;24.06.2019 13:09;"Neck Deep
The Wonder Years
The Story So Far
Knuckle Puck";0;0
10157361185413044_10157361629123044;24.06.2019 13:09;"Metallica
Rammstein
Korn
Bring me the Horizon
System of a Down
NIN
AC/DC
Foo Fighters
Rise Against
A Day to Remember";2;0
10157361185413044_10157361629463044;24.06.2019 13:10;ASP 🖤;0;0
10157361185413044_10157361629488044;24.06.2019 13:10;"Rammstein 
Ql
Freiwild
Eisbrecher";0;0
10157361185413044_10157361633023044;24.06.2019 13:10;Broken Fate Dreams in Fragments Elcano;3;0
10157361185413044_10157361633033044;24.06.2019 13:10;Anthrax, Saxon, Alice in chains, RHCP, Judas prist, Clutch, Ghost, hollywood vampires.;0;0
10157361185413044_10157361633133044;24.06.2019 13:10;"gojira
mass hysteria 
strain of madness
1000 mods
king buffalo";0;0
10157361185413044_10157361637333044;24.06.2019 13:10;"Boss Hoss 
Five Finger Death Punch";0;0
10157361185413044_10157361644688044;24.06.2019 13:11;System of a down, deftones, skindred und dj bobo😉;0;0
10157361185413044_10157361644928044;24.06.2019 13:11;Nasty, Madball, Cockney Rejects, Überyou, Vale Tudo, GBH, Exploited, The Butcher Sisters, from Mountain to Stars, Invoker, Brothers till we die, Booze & Glory, Tausend Löwen unter Feinden, Ryker's, Reduction, Deez Nuts, Emscherkurve 77, Krawallbrüder, Cold Hard Truth, Born from Pain;0;0
10157361185413044_10157361644993044;24.06.2019 13:11;Green Day, Sum41, Five Finger  Death Punch, Billi Talent, Ärzte;0;0
10157361185413044_10157361645108044;24.06.2019 13:11;Sink Or Swim;0;0
10157361185413044_10157361645258044;24.06.2019 13:11;Dimmu Borgir;0;0
10157361185413044_10157361656423044;24.06.2019 13:12;Shaka Ponk;0;0
10157361185413044_10157361660103044;24.06.2019 13:12;ACDC;0;0
10157361185413044_10157361660158044;24.06.2019 13:12;"Finntroll
System of a down
Sum41
The offspring
Watain
Carach angren
Ska-P
Flogging molly
Dropkick murphy
Nightwish";0;0
10157361185413044_10157361660448044;24.06.2019 13:12;Soad,alestorm,powerwolf,arch enemy,;0;0
10157361185413044_10157361660803044;24.06.2019 13:12;Rammstein / powerwolf / hammerfall / disturbed / parkway drive / iron maiden;0;0
10157361185413044_10157361660813044;24.06.2019 13:13;"Lavinia Müller
Rammstein 😍";1;0
10157361185413044_10157361660938044;24.06.2019 13:13;wäre jtzt kein so schlechtes line up...;0;0
10157361185413044_10157361661068044;24.06.2019 13:13;THECITYISOURS;0;0
10157361185413044_10157361664958044;24.06.2019 13:13;Ramstein;1;0
10157361185413044_10157361665193044;24.06.2019 13:13;Ivo BE wieso nit. Die hän scho mehr als 1 mol am greenfield gspielt;0;0
10157361185413044_10157361665388044;24.06.2019 13:13;Kreator;0;0
10157361185413044_10157361665618044;24.06.2019 13:13;Crystal Lake, Twelve Foot Ninja, Plini, Periphery;0;0
10157361185413044_10157361665648044;24.06.2019 13:13;"Operation Blockhead
Justin Bieber";4;0
10157361185413044_10157361665823044;24.06.2019 13:14;GODSMACK;0;0
10157361185413044_10157361665918044;24.06.2019 13:14;Insomnium, Tribulation, Dark Tranquillity und Swallow The Sun 🖤;0;0
10157361185413044_10157361666203044;24.06.2019 13:14;"Iron Maiden
Rammstein
Manowar 
Airborne
Fear Factory
Tesla
Sabaton
Floggin Molly
Drokick Murphys 
Saxon
Gamma Ray
Voivod";0;0
10157361185413044_10157361666293044;24.06.2019 13:14;XII gallon overdose :);0;0
10157361185413044_10157361666888044;24.06.2019 13:14;Dizzy Fox HYSTERIA;2;0
10157361185413044_10157361666958044;24.06.2019 13:14;THORN. !;0;0
10157361185413044_10157361671068044;24.06.2019 13:15;"Unearth
Sepultura
Walls of Jericho
Jinjer
In Extremo
Hatebreed";0;0
10157361185413044_10157361671078044;24.06.2019 13:15;Volbeat, ffdp, System of a down;0;0
10157361185413044_10157361675063044;24.06.2019 13:15;Beat Ryffel i ha no dänkd, bi irgendeim vo denä 345'621 Kommentarä müesstesi o erwähnt si!👍🏻🤘🏻;1;0
10157361185413044_10157361675068044;24.06.2019 13:15;"Arch Enemy
Volbeat
System of a down";1;0
10157361185413044_10157361675108044;24.06.2019 13:15;BMTH 🙏💓;0;0
10157361185413044_10157361675188044;24.06.2019 13:15;Tenacious D, Fozzy, Steel Panther;0;0
10157361185413044_10157361675198044;24.06.2019 13:15;Bronco;6;0
10157361185413044_10157361675273044;24.06.2019 13:15;Irony Of Faith 😎;0;0
10157361185413044_10157361679228044;24.06.2019 13:16;Oliver Schulthess  jo aber gueti🤘🤘😊😁;0;0
10157361185413044_10157361679288044;24.06.2019 13:16;ChuggaBoom;0;0
10157361185413044_10157361679418044;24.06.2019 13:16;"Rammstein
System of a down
Of Mice & Men
Parkway Drive
While She Sleeps ❤️";0;0
10157361185413044_10157361690843044;24.06.2019 13:16;Russkaja, Flogging Molly, Pendulum;0;0
10157361185413044_10157361701933044;24.06.2019 13:17;Sabaton, Hammerfall;0;0
10157361185413044_10157361706003044;24.06.2019 13:17;Angry Again;1;0
10157361185413044_10157361706048044;24.06.2019 13:17;In Extremo Anthrax und Equilibrium Alestorm und HAMMERFALL;1;0
10157361185413044_10157361706493044;24.06.2019 13:18;Mariachi El Bronx;0;0
10157361185413044_10157361710128044;24.06.2019 13:18;Sum 41, Rise Against, Beartooth, Shinedown, Bad Wolves, Our Last Night :);0;0
10157361185413044_10157361715438044;24.06.2019 13:19;Askara;0;0
10157361185413044_10157361715448044;24.06.2019 13:19;"Iron maiden 
Frei wild
Avenged sevenfold
Hammerfall 
Xandria 
Body count";0;0
10157361185413044_10157361715488044;24.06.2019 13:19;"System of a down
Monster Magnet
Simia Sapiens";1;0
10157361185413044_10157361715893044;24.06.2019 13:19;"Amaranthe
Rammstein
Slipknot
Sabaton";1;0
10157361185413044_10157361726788044;24.06.2019 13:19;Satyricon;0;0
10157361185413044_10157361726848044;24.06.2019 13:19;System of a Down / Stone Sour 🤘🏼;0;0
10157361185413044_10157361727218044;24.06.2019 13:20;"Böhde onkelz
Testament
Asp
Excelsis
Eisbrecher
Subway to sally
Saol patrol
J.B.O.......";2;0
10157361185413044_10157361730983044;24.06.2019 13:20;Hämatom, Saltiato Mortis, Onkelz, Brdigung, Betontod würde ich sehr gerne (wieder) sehen!;0;0
